FBgn,exon_num
FBgn0032022,6
FBgn0032023,4
FBgn0032024,3
FBgn0032025,6
FBgn0032026,20
FBgn0032029,23
FBgn0032030,1
FBgn0032031,2
FBgn0032032,4
FBgn0032033,4
FBgn0032034,4
FBgn0032036,68
FBgn0032039,1
FBgn0032040,2
FBgn0032042,4
FBgn0032047,3
FBgn0032048,10
FBgn0032049,2
FBgn0032050,4
FBgn0032051,3
FBgn0032052,4
FBgn0032053,1
FBgn0032054,5
FBgn0032055,10
FBgn0032057,4
FBgn0032058,5
FBgn0032059,1
FBgn0032061,4
FBgn0032065,1
FBgn0032066,10
FBgn0032067,5
FBgn0032068,10
FBgn0032069,5
FBgn0032072,1
FBgn0032074,11
FBgn0032075,14
FBgn0032076,9
FBgn0032077,8
FBgn0032078,12
FBgn0032079,6
FBgn0032080,3
FBgn0032082,9
FBgn0032083,17
FBgn0032084,14
FBgn0032085,8
FBgn0032086,4
FBgn0032087,3
FBgn0032088,6
FBgn0032089,1
FBgn0032090,3
FBgn0032094,3
FBgn0032095,4
FBgn0032096,7
FBgn0032100,2
FBgn0032101,6
FBgn0032104,4
FBgn0032105,6
FBgn0032109,23
FBgn0032110,2
FBgn0032111,1
FBgn0032115,4
FBgn0032116,15
FBgn0032117,10
FBgn0032119,2
FBgn0032120,62
FBgn0032122,1
FBgn0032123,33
FBgn0032124,5
FBgn0032125,2
FBgn0032126,1
FBgn0032127,2
FBgn0032129,39
FBgn0032130,8
FBgn0032131,7
FBgn0032132,4
FBgn0032135,15
FBgn0032136,20
FBgn0032138,4
FBgn0032139,2
FBgn0032140,2
FBgn0032143,2
FBgn0032144,1
FBgn0032147,8
FBgn0032149,5
FBgn0032150,7
FBgn0032151,97
FBgn0032153,2
FBgn0032154,3
FBgn0032156,87
FBgn0032157,8
FBgn0032160,8
FBgn0032161,8
FBgn0032162,6
FBgn0032163,6
FBgn0032166,4
FBgn0032167,30
FBgn0032168,6
FBgn0032169,6
FBgn0032170,21
FBgn0032171,3
FBgn0032172,36
FBgn0032175,3
FBgn0032176,1
FBgn0032178,4
FBgn0032181,1
FBgn0032184,2
FBgn0032187,21
FBgn0032188,1
FBgn0032189,4
FBgn0032191,1
FBgn0032192,6
FBgn0032193,2
FBgn0032194,15
FBgn0032195,4
FBgn0032196,17
FBgn0032197,10
FBgn0032198,5
FBgn0032200,3
FBgn0032202,16
FBgn0032204,5
FBgn0032205,4
FBgn0032208,8
FBgn0032209,4
FBgn0032210,31
FBgn0032211,4
FBgn0032213,8
FBgn0032214,3
FBgn0032216,14
FBgn0032217,6
FBgn0032218,29
FBgn0032219,18
FBgn0032221,16
FBgn0032222,4
FBgn0032223,24
FBgn0032224,8
FBgn0032225,8
FBgn0032228,5
FBgn0032229,6
FBgn0032230,10
FBgn0032231,1
FBgn0032233,22
FBgn0032234,8
FBgn0032235,6
FBgn0032236,4
FBgn0032240,10
FBgn0032242,9
FBgn0032243,47
FBgn0032244,6
FBgn0032246,13
FBgn0032247,3
FBgn0032248,2
FBgn0032249,2
FBgn0032250,3
FBgn0032251,10
FBgn0032252,28
FBgn0032253,13
FBgn0032256,37
FBgn0032258,8
FBgn0032259,4
FBgn0032260,1
FBgn0032261,4
FBgn0032262,4
FBgn0032264,13
FBgn0032265,4
FBgn0032266,3
FBgn0032268,1
FBgn0032269,4
FBgn0032271,7
FBgn0032276,2
FBgn0032280,2
FBgn0032281,3
FBgn0032282,2
FBgn0032283,2
FBgn0032284,1
FBgn0032285,1
FBgn0032286,2
FBgn0032287,2
FBgn0032289,12
FBgn0032290,3
FBgn0032291,3
FBgn0032292,2
FBgn0032293,1
FBgn0032294,1
FBgn0032295,2
FBgn0032296,4
FBgn0032297,13
FBgn0032298,8
FBgn0032299,3
FBgn0032303,1
FBgn0032304,1
FBgn0032305,12
FBgn0032311,1
FBgn0032312,5
FBgn0032313,4
FBgn0032314,9
FBgn0032315,2
FBgn0032318,10
FBgn0032321,8
FBgn0032322,3
FBgn0032329,2
FBgn0032330,28
FBgn0032331,2
FBgn0032335,1
FBgn0032336,8
FBgn0032337,8
FBgn0032338,5
FBgn0032339,12
FBgn0032341,13
FBgn0032343,4
FBgn0032345,2
FBgn0032346,2
FBgn0032348,6
FBgn0032350,6
FBgn0032354,2
FBgn0032358,5
FBgn0032360,12
FBgn0032361,5
FBgn0032362,3
FBgn0032363,43
FBgn0032364,4
FBgn0032365,3
FBgn0032366,2
FBgn0032368,4
FBgn0032369,21
FBgn0032370,1
FBgn0032371,4
FBgn0032372,2
FBgn0032373,8
FBgn0032374,6
FBgn0032375,11
FBgn0032376,3
FBgn0032377,2
FBgn0032378,6
FBgn0032381,3
FBgn0032382,16
FBgn0032385,4
FBgn0032387,6
FBgn0032388,20
FBgn0032390,4
FBgn0032391,6
FBgn0032393,2
FBgn0032394,1
FBgn0032395,4
FBgn0032397,8
FBgn0032398,4
FBgn0032399,10
FBgn0032400,1
FBgn0032401,4
FBgn0032402,6
FBgn0032404,9
FBgn0032405,18
FBgn0032406,2
FBgn0032407,11
FBgn0032408,1
FBgn0032409,4
FBgn0032414,6
FBgn0032415,8
FBgn0032416,5
FBgn0032419,2
FBgn0032420,3
FBgn0032421,2
FBgn0032422,6
FBgn0032424,2
FBgn0032428,5
FBgn0032429,6
FBgn0032430,4
FBgn0032431,6
FBgn0032433,14
FBgn0032434,10
FBgn0032435,5
FBgn0032436,2
FBgn0032437,1
FBgn0032439,8
FBgn0032442,2
FBgn0032444,5
FBgn0032445,6
FBgn0032446,5
FBgn0032447,15
FBgn0032448,1
FBgn0032449,4
FBgn0032450,6
FBgn0032451,4
FBgn0032452,1
FBgn0032453,1
FBgn0032454,7
FBgn0032455,10
FBgn0032456,225
FBgn0032457,2
FBgn0032462,2
FBgn0032464,2
FBgn0032465,6
FBgn0032467,18
FBgn0032470,10
FBgn0032471,4
FBgn0032472,2
FBgn0032473,3
FBgn0032474,10
FBgn0032475,31
FBgn0032476,1
FBgn0032477,5
FBgn0032478,2
FBgn0032479,11
FBgn0032480,16
FBgn0032481,5
FBgn0032482,28
FBgn0032483,1
FBgn0032484,9
FBgn0032485,5
FBgn0032486,1
FBgn0032487,3
FBgn0032488,4
FBgn0032489,1
FBgn0032490,3
FBgn0032491,1
FBgn0032492,1
FBgn0032493,1
FBgn0032494,8
FBgn0032495,4
FBgn0032499,11
FBgn0032503,2
FBgn0032505,2
FBgn0032506,17
FBgn0032507,2
FBgn0032509,3
FBgn0032511,6
FBgn0032512,6
FBgn0032513,6
FBgn0032514,3
FBgn0032515,26
FBgn0032516,10
FBgn0032517,7
FBgn0032518,9
FBgn0032519,2
FBgn0032520,4
FBgn0032521,14
FBgn0032522,1
FBgn0032523,2
FBgn0032524,4
FBgn0032525,3
FBgn0032530,2
FBgn0032533,1
FBgn0032535,4
FBgn0032536,18
FBgn0032538,2
FBgn0032549,8
FBgn0032551,4
FBgn0032553,9
FBgn0032554,15
FBgn0032563,1
FBgn0032577,2
FBgn0032582,4
FBgn0032585,2
FBgn0032586,21
FBgn0032587,11
FBgn0032588,4
FBgn0032590,1
FBgn0032593,52
FBgn0032595,2
FBgn0032596,6
FBgn0032597,1
FBgn0032598,4
FBgn0032600,44
FBgn0032601,6
FBgn0032602,16
FBgn0032603,9
FBgn0032609,10
FBgn0032612,9
FBgn0032613,1
FBgn0032614,30
FBgn0032615,3
FBgn0032618,8
FBgn0032620,3
FBgn0032624,5
FBgn0032625,5
FBgn0032626,2
FBgn0032629,13
FBgn0032631,3
FBgn0032632,2
FBgn0032633,22
FBgn0032634,4
FBgn0032635,2
FBgn0032636,4
FBgn0032637,8
FBgn0032638,2
FBgn0032639,3
FBgn0032640,3
FBgn0032642,4
FBgn0032643,4
FBgn0032644,2
FBgn0032645,2
FBgn0032646,3
FBgn0032647,3
FBgn0032648,4
FBgn0032649,3
FBgn0032650,1
FBgn0032651,10
FBgn0032652,2
FBgn0032654,1
FBgn0032656,12
FBgn0032658,2
FBgn0032660,8
FBgn0032663,2
FBgn0032664,1
FBgn0032665,2
FBgn0032666,49
FBgn0032668,3
FBgn0032669,8
FBgn0032670,4
FBgn0032671,5
FBgn0032677,2
FBgn0032680,1
FBgn0032681,40
FBgn0032682,6
FBgn0032683,35
FBgn0032684,8
FBgn0032685,18
FBgn0032688,25
FBgn0032689,14
FBgn0032690,2
FBgn0032691,5
FBgn0032692,2
FBgn0032693,6
FBgn0032694,14
FBgn0032698,3
FBgn0032699,8
FBgn0032700,8
FBgn0032701,4
FBgn0032702,1
FBgn0032703,3
FBgn0032704,1
FBgn0032705,4
FBgn0032706,12
FBgn0032707,4
FBgn0032709,1
FBgn0032713,20
FBgn0032715,9
FBgn0032717,24
FBgn0032719,12
FBgn0032720,3
FBgn0032721,16
FBgn0032723,22
FBgn0032724,4
FBgn0032725,6
FBgn0032726,13
FBgn0032727,6
FBgn0032728,3
FBgn0032729,9
FBgn0032730,6
FBgn0032731,4
FBgn0032732,3
FBgn0032733,6
FBgn0032734,1
FBgn0032740,7
FBgn0032741,3
FBgn0032744,4
FBgn0032746,3
FBgn0032748,6
FBgn0032749,10
FBgn0032750,2
FBgn0032751,2
FBgn0032752,27
FBgn0032753,6
FBgn0032754,1
FBgn0032755,2
FBgn0032763,3
FBgn0032768,4
FBgn0032769,8
FBgn0032770,6
FBgn0032771,4
FBgn0032772,4
FBgn0032773,19
FBgn0032774,27
FBgn0032775,24
FBgn0032779,11
FBgn0032780,4
FBgn0032781,2
FBgn0032782,3
FBgn0032783,28
FBgn0032785,25
FBgn0032787,12
FBgn0032788,2
FBgn0032789,2
FBgn0032790,4
FBgn0032791,4
FBgn0032793,3
FBgn0032796,8
FBgn0032797,72
FBgn0032798,20
FBgn0032799,3
FBgn0032800,8
FBgn0032801,21
FBgn0032803,1
FBgn0032804,6
FBgn0032805,3
FBgn0032809,2
FBgn0032810,6
FBgn0032811,2
FBgn0032812,10
FBgn0032813,2
FBgn0032814,3
FBgn0032815,45
FBgn0032816,6
FBgn0032817,8
FBgn0032818,3
FBgn0032819,4
FBgn0032820,14
FBgn0032821,29
FBgn0032822,4
FBgn0032824,4
FBgn0032827,6
FBgn0032833,11
FBgn0032834,2
FBgn0032835,4
FBgn0032836,12
FBgn0032839,1
FBgn0032840,5
FBgn0032843,2
FBgn0032845,5
FBgn0032846,3
FBgn0032847,3
FBgn0032848,6
FBgn0032849,4
FBgn0032850,25
FBgn0032851,1
FBgn0032853,6
FBgn0032856,6
FBgn0032857,6
FBgn0032858,4
FBgn0032859,16
FBgn0032860,7
FBgn0032863,6
FBgn0032864,2
FBgn0032867,1
FBgn0032868,2
FBgn0032869,1
FBgn0032870,2
FBgn0032871,2
FBgn0032873,16
FBgn0032876,3
FBgn0032877,2
FBgn0032878,4
FBgn0032879,14
FBgn0032880,10
FBgn0032881,4
FBgn0032882,4
FBgn0032883,12
FBgn0032884,3
FBgn0032886,6
FBgn0032888,3
FBgn0032889,62
FBgn0032891,6
FBgn0032894,2
FBgn0032895,3
FBgn0032896,1
FBgn0032897,6
FBgn0032898,4
FBgn0032899,6
FBgn0032900,9
FBgn0032901,133
FBgn0032906,8
FBgn0032907,4
FBgn0032908,7
FBgn0032910,34
FBgn0032911,18
FBgn0032913,4
FBgn0032914,3
FBgn0032916,1
FBgn0032919,3
FBgn0032921,3
FBgn0032922,7
FBgn0032923,7
FBgn0032924,3
FBgn0032925,2
FBgn0032929,2
FBgn0032934,1
FBgn0032935,8
FBgn0032938,71
FBgn0032940,127
FBgn0032943,4
FBgn0032945,3
FBgn0032946,33
FBgn0032949,4
FBgn0032955,44
FBgn0032956,18
FBgn0032957,73
FBgn0032961,14
FBgn0032964,1
FBgn0032965,1
FBgn0032966,1
FBgn0032967,1
FBgn0032968,3
FBgn0032969,6
FBgn0032971,1
FBgn0032972,1
FBgn0032973,4
FBgn0032974,16
FBgn0032979,14
FBgn0032981,6
FBgn0032986,6
FBgn0032987,6
FBgn0032988,6
FBgn0032997,1
FBgn0033000,4
FBgn0033005,11
FBgn0033010,8
FBgn0033015,15
FBgn0033017,2
FBgn0033019,4
FBgn0033020,4
FBgn0033021,11
FBgn0033027,11
FBgn0033028,10
FBgn0033029,20
FBgn0033031,4
FBgn0033032,1
FBgn0033033,14
FBgn0033038,3
FBgn0033041,3
FBgn0033042,4
FBgn0033043,3
FBgn0033047,12
FBgn0033048,8
FBgn0033050,12
FBgn0033051,6
FBgn0033052,7
FBgn0033054,20
FBgn0033055,11
FBgn0033056,1
FBgn0033058,22
FBgn0033060,3
FBgn0033061,2
FBgn0033062,48
FBgn0033063,9
FBgn0033065,4
FBgn0033067,3
FBgn0033069,2
FBgn0033072,2
FBgn0033074,1
FBgn0033076,3
FBgn0033079,6
FBgn0033081,3
FBgn0033085,2
FBgn0033086,8
FBgn0033087,6
FBgn0033088,7
FBgn0033089,4
FBgn0033090,2
FBgn0033092,15
FBgn0033093,2
FBgn0033095,21
FBgn0033096,2
FBgn0033097,2
FBgn0033100,8
FBgn0033101,1
FBgn0033104,3
FBgn0033108,14
FBgn0033110,10
FBgn0033112,4
FBgn0033113,7
FBgn0033115,8
FBgn0033117,11
FBgn0033121,8
FBgn0033122,14
FBgn0033124,3
FBgn0033127,5
FBgn0033128,5
FBgn0033129,5
FBgn0033130,8
FBgn0033131,2
FBgn0033132,4
FBgn0033133,10
FBgn0033134,5
FBgn0033135,10
FBgn0033136,5
FBgn0033137,9
FBgn0033138,5
FBgn0033139,5
FBgn0033140,3
FBgn0033141,4
FBgn0033145,2
FBgn0033149,2
FBgn0033153,1
FBgn0033154,1
FBgn0033155,8
FBgn0033158,8
FBgn0033159,1798
FBgn0033160,14
FBgn0033164,2
FBgn0033165,2
FBgn0033166,31
FBgn0033167,4
FBgn0033168,3
FBgn0033169,2
FBgn0033170,6
FBgn0033174,10
FBgn0033177,12
FBgn0033178,1
FBgn0033179,5
FBgn0033183,8
FBgn0033184,3
FBgn0033185,8
FBgn0033186,3
FBgn0033187,7
FBgn0033188,12
FBgn0033190,1
FBgn0033191,4
FBgn0033192,28
FBgn0033194,60
FBgn0033195,4
FBgn0033196,42
FBgn0033199,3
FBgn0033202,2
FBgn0033203,8
FBgn0033204,10
FBgn0033205,5
FBgn0033206,1
FBgn0033207,2
FBgn0033208,3
FBgn0033209,3
FBgn0033210,1
FBgn0033212,94
FBgn0033214,27
FBgn0033215,6
FBgn0033216,6
FBgn0033221,4
FBgn0033222,7
FBgn0033224,15
FBgn0033225,1
FBgn0033226,13
FBgn0033229,7
FBgn0033232,5
FBgn0033233,8
FBgn0033234,11
FBgn0033235,6
FBgn0033236,11
FBgn0033238,1
FBgn0033240,10
FBgn0033241,5
FBgn0033243,14
FBgn0033244,23
FBgn0033246,77
FBgn0033247,14
FBgn0033248,4
FBgn0033249,4
FBgn0033250,18
FBgn0033252,14
FBgn0033257,7
FBgn0033258,3
FBgn0033259,3
FBgn0033260,23
FBgn0033261,3
FBgn0033264,3
FBgn0033265,14
FBgn0033266,2
FBgn0033268,4
FBgn0033271,10
FBgn0033272,5
FBgn0033273,5
FBgn0033274,3
FBgn0033275,1
FBgn0033277,3
FBgn0033278,3
FBgn0033279,3
FBgn0033280,1
FBgn0033283,1
FBgn0033285,1
FBgn0033286,3
FBgn0033287,1
FBgn0033289,12
FBgn0033292,16
FBgn0033294,5
FBgn0033296,6
FBgn0033297,4
FBgn0033301,1
FBgn0033302,4
FBgn0033303,4
FBgn0033304,1
FBgn0033307,3
FBgn0033308,2
FBgn0033309,13
FBgn0033312,2
FBgn0033313,79
FBgn0033315,1
FBgn0033316,1
FBgn0033317,6
FBgn0033320,9
FBgn0033321,2
FBgn0033322,1
FBgn0033323,14
FBgn0033324,24
FBgn0033326,9
FBgn0033327,2
FBgn0033330,1
FBgn0033337,6
FBgn0033339,46
FBgn0033340,1
FBgn0033341,2
FBgn0033344,1
FBgn0033347,4
FBgn0033348,7
FBgn0033349,2
FBgn0033350,1
FBgn0033351,2
FBgn0033352,30
FBgn0033353,3
FBgn0033354,13
FBgn0033355,1
FBgn0033356,5
FBgn0033357,4
FBgn0033358,6
FBgn0033362,21
FBgn0033363,6
FBgn0033364,4
FBgn0033365,17
FBgn0033366,13
FBgn0033367,4
FBgn0033368,29
FBgn0033369,4
FBgn0033371,7
FBgn0033372,44
FBgn0033373,31
FBgn0033374,3
FBgn0033375,3
FBgn0033376,13
FBgn0033377,3
FBgn0033378,2
FBgn0033379,2
FBgn0033380,9
FBgn0033381,6
FBgn0033382,16
FBgn0033387,17
FBgn0033388,17
FBgn0033389,3
FBgn0033391,13
FBgn0033392,3
FBgn0033395,8
FBgn0033397,8
FBgn0033400,3
FBgn0033401,7
FBgn0033402,15
FBgn0033403,4
FBgn0033404,2
FBgn0033405,16
FBgn0033408,3
FBgn0033412,4
FBgn0033413,8
FBgn0033421,11
FBgn0033422,6
FBgn0033423,3
FBgn0033426,21
FBgn0033427,9
FBgn0033428,3
FBgn0033429,5
FBgn0033431,2
FBgn0033434,7
FBgn0033437,4
FBgn0033438,21
FBgn0033439,4
FBgn0033440,1
FBgn0033442,4
FBgn0033443,11
FBgn0033446,9
FBgn0033447,24
FBgn0033448,8
FBgn0033449,2
FBgn0033450,1
FBgn0033451,4
FBgn0033453,13
FBgn0033454,2
FBgn0033457,2
FBgn0033458,2
FBgn0033459,5
FBgn0033460,31
FBgn0033461,2
FBgn0033463,34
FBgn0033464,12
FBgn0033467,2
FBgn0033468,3
FBgn0033469,2
FBgn0033471,5
FBgn0033473,5
FBgn0033474,48
FBgn0033475,4
FBgn0033476,28
FBgn0033479,2
FBgn0033480,2
FBgn0033481,4
FBgn0033482,6
FBgn0033483,14
FBgn0033484,26
FBgn0033485,3
FBgn0033486,12
FBgn0033490,3
FBgn0033491,10
FBgn0033494,153
FBgn0033497,10
FBgn0033498,5
FBgn0033499,18
FBgn0033500,10
FBgn0033501,28
FBgn0033502,12
FBgn0033504,275
FBgn0033507,1
FBgn0033508,4
FBgn0033512,5
FBgn0033515,1
FBgn0033516,1
FBgn0033518,4
FBgn0033519,10
FBgn0033520,4
FBgn0033521,4
FBgn0033523,6
FBgn0033524,52
FBgn0033526,2
FBgn0033527,3
FBgn0033528,5
FBgn0033529,5
FBgn0033538,38
FBgn0033539,8
FBgn0033540,6
FBgn0033541,2
FBgn0033542,1
FBgn0033543,9
FBgn0033544,33
FBgn0033547,4
FBgn0033548,2
FBgn0033549,1
FBgn0033550,2
FBgn0033551,10
FBgn0033554,1
FBgn0033555,1
FBgn0033556,1
FBgn0033557,20
FBgn0033558,40
FBgn0033564,9
FBgn0033566,10
FBgn0033569,6
FBgn0033570,6
FBgn0033571,2
FBgn0033572,14
FBgn0033573,4
FBgn0033574,11
FBgn0033578,19
FBgn0033579,24
FBgn0033580,2
FBgn0033581,2
FBgn0033582,20
FBgn0033584,4
FBgn0033587,1
FBgn0033588,1
FBgn0033589,1
FBgn0033590,1
FBgn0033591,1
FBgn0033592,1
FBgn0033593,1
FBgn0033594,1
FBgn0033597,4
FBgn0033598,1
FBgn0033599,7
FBgn0033600,2
FBgn0033601,2
FBgn0033602,2
FBgn0033603,33
FBgn0033605,5
FBgn0033607,18
FBgn0033608,2
FBgn0033609,27
FBgn0033610,2
FBgn0033614,3
FBgn0033615,26
FBgn0033616,2
FBgn0033623,2
FBgn0033624,4
FBgn0033627,6
FBgn0033628,5
FBgn0033629,3
FBgn0033631,28
FBgn0033633,6
FBgn0033635,26
FBgn0033636,72
FBgn0033638,24
FBgn0033639,67
FBgn0033640,3
FBgn0033644,5
FBgn0033645,4
FBgn0033648,1
FBgn0033649,5
FBgn0033650,3
FBgn0033651,1
FBgn0033652,9
FBgn0033653,3
FBgn0033654,8
FBgn0033656,3
FBgn0033657,6
FBgn0033658,1
FBgn0033659,10
FBgn0033661,13
FBgn0033663,4
FBgn0033665,1
FBgn0033667,6
FBgn0033668,20
FBgn0033669,19
FBgn0033672,12
FBgn0033673,8
FBgn0033677,6
FBgn0033679,7
FBgn0033680,1
FBgn0033683,2
FBgn0033685,2
FBgn0033686,3
FBgn0033687,7
FBgn0033688,14
FBgn0033690,1
FBgn0033691,1
FBgn0033692,3
FBgn0033693,3
FBgn0033696,2
FBgn0033697,2
FBgn0033698,9
FBgn0033699,9
FBgn0033701,1
FBgn0033702,5
FBgn0033703,1
FBgn0033705,12
FBgn0033706,2
FBgn0033708,14
FBgn0033710,7
FBgn0033712,6
FBgn0033713,8
FBgn0033715,4
FBgn0033716,4
FBgn0033717,20
FBgn0033720,24
FBgn0033721,1
FBgn0033723,2
FBgn0033724,3
FBgn0033725,38
FBgn0033726,3
FBgn0033727,4
FBgn0033728,3
FBgn0033729,4
FBgn0033730,2
FBgn0033731,2
FBgn0033732,2
FBgn0033733,5
FBgn0033734,9
FBgn0033735,6
FBgn0033736,2
FBgn0033737,5
FBgn0033738,9
FBgn0033739,48
FBgn0033740,11
FBgn0033741,3
FBgn0033742,1
FBgn0033744,23
FBgn0033748,16
FBgn0033749,26
FBgn0033750,1
FBgn0033751,3
FBgn0033752,3
FBgn0033753,7
FBgn0033754,3
FBgn0033755,9
FBgn0033756,9
FBgn0033757,32
FBgn0033760,10
FBgn0033761,2
FBgn0033762,16
FBgn0033763,7
FBgn0033766,17
FBgn0033767,14
FBgn0033769,4
FBgn0033770,5
FBgn0033773,3
FBgn0033774,5
FBgn0033775,2
FBgn0033777,38
FBgn0033778,4
FBgn0033781,4
FBgn0033782,5
FBgn0033783,10
FBgn0033784,14
FBgn0033785,12
FBgn0033787,8
FBgn0033788,2
FBgn0033789,1
FBgn0033791,22
FBgn0033792,40
FBgn0033793,3
FBgn0033794,4
FBgn0033798,1
FBgn0033799,30
FBgn0033802,22
FBgn0033806,10
FBgn0033807,8
FBgn0033808,2
FBgn0033809,17
FBgn0033810,4
FBgn0033812,3
FBgn0033813,2
FBgn0033814,4
FBgn0033815,2
FBgn0033816,2
FBgn0033817,4
FBgn0033818,7
FBgn0033819,3
FBgn0033820,4
FBgn0033821,1
FBgn0033826,3
FBgn0033827,8
FBgn0033828,4
FBgn0033830,2
FBgn0033834,2
FBgn0033836,4
FBgn0033842,4
FBgn0033844,23
FBgn0033845,12
FBgn0033846,10
FBgn0033848,2
FBgn0033850,2
FBgn0033851,1
FBgn0033853,21
FBgn0033855,1
FBgn0033856,2
FBgn0033859,3
FBgn0033860,1
FBgn0033861,1
FBgn0033862,1
FBgn0033863,2
FBgn0033864,1
FBgn0033865,2
FBgn0033866,5
FBgn0033867,5
FBgn0033868,2
FBgn0033869,5
FBgn0033871,2
FBgn0033872,24
FBgn0033873,4
FBgn0033874,3
FBgn0033875,5
FBgn0033876,5
FBgn0033879,7
FBgn0033880,2
FBgn0033883,4
FBgn0033884,6
FBgn0033885,3
FBgn0033886,19
FBgn0033887,8
FBgn0033888,2
FBgn0033889,40
FBgn0033890,1
FBgn0033891,7
FBgn0033893,1
FBgn0033897,60
FBgn0033899,4
FBgn0033900,4
FBgn0033901,4
FBgn0033902,6
FBgn0033903,3
FBgn0033904,6
FBgn0033905,5
FBgn0033906,16
FBgn0033907,2
FBgn0033911,2
FBgn0033912,6
FBgn0033913,11
FBgn0033915,26
FBgn0033916,5
FBgn0033917,6
FBgn0033918,6
FBgn0033919,21
FBgn0033921,6
FBgn0033924,5
FBgn0033925,2
FBgn0033926,1
FBgn0033927,1
FBgn0033928,1
FBgn0033929,23
FBgn0033931,4
FBgn0033932,12
FBgn0033933,1
FBgn0033934,7
FBgn0033935,1
FBgn0033936,2
FBgn0033942,2
FBgn0033943,11
FBgn0033945,2
FBgn0033948,3
FBgn0033949,2
FBgn0033950,2
FBgn0033951,5
FBgn0033952,2
FBgn0033953,1
FBgn0033954,1
FBgn0033955,27
FBgn0033958,10
FBgn0033960,11
FBgn0033961,2
FBgn0033963,6
FBgn0033968,7
FBgn0033969,2
FBgn0033970,5
FBgn0033971,6
FBgn0033972,1
FBgn0033973,1
FBgn0033978,2
FBgn0033979,4
FBgn0033980,2
FBgn0033981,2
FBgn0033982,4
FBgn0033983,23
FBgn0033984,12
FBgn0033985,4
FBgn0033987,28
FBgn0033988,4
FBgn0033989,5
FBgn0033990,5
FBgn0033993,1
FBgn0033994,10
FBgn0033995,7
FBgn0033996,15
FBgn0033997,1
FBgn0033998,15
FBgn0033999,4
FBgn0034000,2
FBgn0034001,1
FBgn0034002,46
FBgn0034005,8
FBgn0034007,3
FBgn0034008,1
FBgn0034009,3
FBgn0034010,4
FBgn0034011,2
FBgn0034012,10
FBgn0034013,21
FBgn0034021,15
FBgn0034022,9
FBgn0034023,1
FBgn0034025,10
FBgn0034027,3
FBgn0034029,4
FBgn0034030,3
FBgn0034031,38
FBgn0034032,7
FBgn0034033,6
FBgn0034035,4
FBgn0034045,13
FBgn0034046,21
FBgn0034047,4
FBgn0034049,31
FBgn0034050,2
FBgn0034051,38
FBgn0034052,1
FBgn0034053,4
FBgn0034054,3
FBgn0034057,4
FBgn0034058,2
FBgn0034059,5
FBgn0034060,6
FBgn0034061,3
FBgn0034062,4
FBgn0034063,8
FBgn0034065,4
FBgn0034066,4
FBgn0034067,16
FBgn0034068,40
FBgn0034069,6
FBgn0034070,30
FBgn0034071,27
FBgn0034072,56
FBgn0034073,4
FBgn0034075,103
FBgn0034076,6
FBgn0034081,2
FBgn0034082,2
FBgn0034083,9
FBgn0034084,3
FBgn0034085,18
FBgn0034086,5
FBgn0034087,14
FBgn0034091,53
FBgn0034092,1
FBgn0034093,21
FBgn0034094,4
FBgn0034095,3
FBgn0034096,1
FBgn0034097,2
FBgn0034098,2
FBgn0034099,2
FBgn0034103,1
FBgn0034104,2
FBgn0034105,1
FBgn0034106,6
FBgn0034109,4
FBgn0034110,2
FBgn0034113,8
FBgn0034114,4
FBgn0034117,15
FBgn0034118,2
FBgn0034120,1
FBgn0034121,9
FBgn0034122,2
FBgn0034126,2
FBgn0034127,1
FBgn0034128,3
FBgn0034129,1
FBgn0034131,2
FBgn0034132,2
FBgn0034135,37
FBgn0034136,16
FBgn0034137,30
FBgn0034138,7
FBgn0034139,3
FBgn0034140,5
FBgn0034141,4
FBgn0034142,6
FBgn0034143,12
FBgn0034144,1
FBgn0034145,55
FBgn0034151,2
FBgn0034152,4
FBgn0034153,4
FBgn0034154,1
FBgn0034156,13
FBgn0034157,5
FBgn0034158,47
FBgn0034159,7
FBgn0034160,4
FBgn0034162,3
FBgn0034165,3
FBgn0034166,6
FBgn0034168,3
FBgn0034172,2
FBgn0034173,1
FBgn0034175,2
FBgn0034176,2
FBgn0034177,3
FBgn0034179,5
FBgn0034180,55
FBgn0034181,15
FBgn0034182,7
FBgn0034183,4
FBgn0034184,13
FBgn0034186,4
FBgn0034187,7
FBgn0034191,2
FBgn0034194,13
FBgn0034195,2
FBgn0034196,1
FBgn0034197,6
FBgn0034198,2
FBgn0034199,1
FBgn0034200,4
FBgn0034201,4
FBgn0034202,1
FBgn0034204,4
FBgn0034205,2
FBgn0034206,1
FBgn0034210,7
FBgn0034214,2
FBgn0034215,9
FBgn0034217,1
FBgn0034218,4
FBgn0034219,7
FBgn0034221,7
FBgn0034223,4
FBgn0034224,2
FBgn0034225,15
FBgn0034229,15
FBgn0034230,17
FBgn0034231,2
FBgn0034232,3
FBgn0034237,9
FBgn0034240,17
FBgn0034242,7
FBgn0034243,3
FBgn0034245,4
FBgn0034246,16
FBgn0034247,2
FBgn0034248,4
FBgn0034249,14
FBgn0034251,1
FBgn0034253,9
FBgn0034255,1
FBgn0034258,7
FBgn0034259,3
FBgn0034261,14
FBgn0034262,5
FBgn0034263,1
FBgn0034264,3
FBgn0034265,3
FBgn0034266,11
FBgn0034267,28
FBgn0034269,6
FBgn0034270,8
FBgn0034271,10
FBgn0034272,1
FBgn0034274,1
