Name,FlyBase_FBgn,Chromosome,Start,Stop,Strand,HP1a,HP1B,HP1C,FlyBase_FBtr,CME,S2,BG3,FlyBase_FBpp
CG10445,FBgn0037531,3R,7916599,7920299,-,0,0,0,FBtr0339711,0,1.228651,3.4565415,FBpp0308768
CG6083,FBgn0036183,3L,11624528,11626125,-,0,0,0,FBtr0076137,0,0,0,FBpp0075868
Vkor,FBgn0053544,2R,16778365,16778994,+,0,0,0,FBtr0091510,0,0,0,FBpp0099770
asRNA:CR45214,FBgn0266741,3R,25266813,25270007,-,0,0,0,NA,NA,NA,NA,NA
Ggamma1,FBgn0004921,2R,8901404,8904791,+,0,0,0,FBtr0088645,21.0708213333333,5.695955,13.234102,FBpp0087726
Ggamma1,FBgn0004921,2R,8901404,8904791,+,0,0,0,FBtr0088646,66.8106973333333,25.4850315,12.5853165,FBpp0087727
Ggamma1,FBgn0004921,2R,8901404,8904791,+,0,0,0,FBtr0088647,330.941716,66.2117625,210.438773,FBpp0087728
CG6084,FBgn0086254,3L,11620535,11624381,-,0,1,0,FBtr0076138,0,0,0,FBpp0075869
CG6084,FBgn0086254,3L,11620535,11624381,-,0,1,0,FBtr0076139,239.482382666667,30.131779,240.9562645,FBpp0075870
CG6084,FBgn0086254,3L,11620535,11624381,-,0,1,0,FBtr0331546,0,0,0,FBpp0303936
CG6084,FBgn0086254,3L,11620535,11624381,-,0,1,0,FBtr0331547,46.4727786666667,52.8596255,56.771681,FBpp0303937
MESK4,FBgn0043069,3R,16988814,16990419,+,0,1,1,FBtr0083367,0.222523333333333,0.366396,2.7160315,FBpp0082810
MESK4,FBgn0043069,3R,16988814,16990419,+,0,1,1,FBtr0337059,0,0,2.3778895,FBpp0307988
CG17327,FBgn0038107,3R,12996876,12997726,-,0,0,0,FBtr0082721,481.600859,322.485424,802.1434735,FBpp0082189
CG17327,FBgn0038107,3R,12996876,12997726,-,0,0,0,FBtr0336813,1.41541833333333,2.16106,3.6445755,FBpp0307782
Ugt305A1,FBgn0042179,3L,4059770,4061923,+,0,0,0,FBtr0073204,0,0,0,FBpp0073060
Ugt305A1,FBgn0042179,3L,4059770,4061923,+,0,0,0,FBtr0332979,0.080891,0.066848,0,FBpp0305195
DIP-epsilon,FBgn0259714,2L,6377771,6411326,-,0,1,1,FBtr0299967,0.116992333333333,5.722616,12.4792065,FBpp0289244
CG42704,FBgn0261615,X,7412668,7413296,+,0,0,0,FBtr0302954,0,0,0,FBpp0292080
fusl,FBgn0031702,2L,5330470,5338073,-,0,0,0,FBtr0079078,0.0473816666666667,0,0,FBpp0078712
fusl,FBgn0031702,2L,5330470,5338073,-,0,0,0,FBtr0079079,0,0,0,FBpp0078713
fusl,FBgn0031702,2L,5330470,5338073,-,0,0,0,FBtr0307037,0,0,0,FBpp0297880
fusl,FBgn0031702,2L,5330470,5338073,-,0,0,0,FBtr0307038,0,0,0,FBpp0297881
fusl,FBgn0031702,2L,5330470,5338073,-,0,0,0,FBtr0307039,0,0,0,FBpp0297882
fusl,FBgn0031702,2L,5330470,5338073,-,0,0,0,FBtr0343226,0,0,0,FBpp0309915
EMC1,FBgn0037530,3R,7903030,7907363,-,0,0,0,FBtr0081765,0,0,4.917688,FBpp0081262
EMC1,FBgn0037530,3R,7903030,7907363,-,0,0,0,FBtr0339713,0,0,0,FBpp0308770
EMC1,FBgn0037530,3R,7903030,7907363,-,0,0,0,FBtr0339714,13.5104913333333,12.59493,8.6796765,FBpp0308771
EMC1,FBgn0037530,3R,7903030,7907363,-,0,0,0,FBtr0339715,101.017710333333,70.3332335,34.6437035,FBpp0308772
mil,FBgn0267366,3R,27912447,27913785,+,0,0,0,FBtr0085246,0,0,0.462256,FBpp0084615
CG7685,FBgn0038619,3R,18404940,18406002,+,0,0,0,FBtr0083630,12.341304,15.140178,9.7235875,FBpp0083050
CG7685,FBgn0038619,3R,18404940,18406002,+,0,0,0,FBtr0333830,5.816061,1.578842,11.3037555,FBpp0305964
lncRNA:CR42868,FBgn0262142,2R,22666359,22666764,+,0,1,0,NA,NA,NA,NA,NA
RabX4,FBgn0051118,3R,24826665,24828409,-,0,0,0,FBtr0084736,2.34828333333333,2.977446,2.7702625,FBpp0084111
dsd,FBgn0039528,3R,27597563,27607396,-,0,1,1,FBtr0301390,14.4498093333333,21.496671,10.454507,FBpp0290604
dsd,FBgn0039528,3R,27597563,27607396,-,0,1,1,FBtr0335247,3.63442933333333,5.867882,0.6822595,FBpp0307234
Plzf,FBgn0032401,2L,12046711,12048918,-,0,1,1,FBtr0080305,0.999390333333333,0.9145555,2.8180455,FBpp0079889
Plzf,FBgn0032401,2L,12046711,12048918,-,0,1,1,FBtr0342594,1.35622833333333,0.865592,0,FBpp0309540
CG42379,FBgn0259725,2R,21667541,21669916,-,0,0,1,NA,NA,NA,NA,NA
lncRNA:CR42861,FBgn0262108,X,13744928,13745476,+,0,0,0,NA,NA,NA,NA,NA
ths,FBgn0033652,2R,11756817,11814424,+,1,1,1,FBtr0088030,0.131937333333333,0.032772,0,FBpp0087137
ths,FBgn0033652,2R,11756817,11814424,+,1,1,1,FBtr0304622,0.043653,0,0,FBpp0293164
thr,FBgn0003701,2R,17861273,17865963,-,0,0,0,FBtr0086825,1.74596833333333,7.0647015,2.353686,FBpp0086004
thr,FBgn0003701,2R,17861273,17865963,-,0,0,0,FBtr0340283,4.05463866666667,0.8684475,0,FBpp0309246
Smu1,FBgn0038666,3R,18978980,18981324,-,0,0,0,FBtr0083721,6.58604833333333,12.667612,5.612431,FBpp0083135
Smu1,FBgn0038666,3R,18978980,18981324,-,0,0,0,FBtr0304689,12.285616,12.60613,7.1451405,FBpp0293232
Smu1,FBgn0038666,3R,18978980,18981324,-,0,0,0,FBtr0304690,0,0,0,FBpp0293233
pasi1,FBgn0038545,3R,17795075,17796317,+,0,1,0,FBtr0083513,4.23764333333333,3.6395685,12.5960875,FBpp0082937
pasi1,FBgn0038545,3R,17795075,17796317,+,0,1,0,FBtr0305007,0.681866333333333,3.0655605,0.462782,FBpp0293544
CG7179,FBgn0020880,2L,7775804,7778029,-,0,0,0,FBtr0301151,1.04129866666667,0,0,FBpp0290374
Prat2,FBgn0041194,3L,6911999,6914876,-,0,0,0,FBtr0076945,0,0,0,FBpp0076654
Prat2,FBgn0041194,3L,6911999,6914876,-,0,0,0,FBtr0076946,0,0,0,FBpp0076655
Syt14,FBgn0261086,3R,4314455,4319069,-,0,1,1,FBtr0078957,0.083371,0.315334,0.319246,FBpp0078597
Syt14,FBgn0261086,3R,4314455,4319069,-,0,1,1,FBtr0336485,0.145617,0,0.1039565,FBpp0307588
CG33253,FBgn0030992,X,19183421,19187278,+,0,1,0,FBtr0074668,0.895599,5.402041,0.651779,FBpp0074439
CG33253,FBgn0030992,X,19183421,19187278,+,0,1,0,FBtr0342978,0.476092,0,0,FBpp0309742
asRNA:CR45714,FBgn0267278,X,18480072,18481132,+,0,0,0,NA,NA,NA,NA,NA
asRNA:CR45715,FBgn0267279,2L,17497011,17497697,+,0,0,0,NA,NA,NA,NA,NA
CG7173,FBgn0037099,3L,21555373,21558226,-,0,0,0,FBtr0078380,0,0,0,FBpp0078035
CG3626,FBgn0029706,X,4366417,4371136,+,0,0,0,FBtr0070652,34.8001113333333,22.7324625,40.573131,FBpp0070620
tRNA:Val-AAC-2-4,FBgn0012009,3L,13433646,13433718,-,0,0,0,NA,NA,NA,NA,NA
asRNA:CR45712,FBgn0267276,2L,2006867,2007688,+,0,0,0,NA,NA,NA,NA,NA
asRNA:CR45713,FBgn0267277,2L,21232745,21234035,+,0,0,0,NA,NA,NA,NA,NA
CG5191,FBgn0038803,3R,20560865,20573000,+,0,0,0,FBtr0083904,0,2.0122895,0,FBpp0083312
CG5191,FBgn0038803,3R,20560865,20573000,+,0,0,0,FBtr0083905,1.57259733333333,0.737143,3.955271,FBpp0083313
CG5191,FBgn0038803,3R,20560865,20573000,+,0,0,0,FBtr0083906,0,0,0,FBpp0083314
CG5191,FBgn0038803,3R,20560865,20573000,+,0,0,0,FBtr0083907,0,0,0,FBpp0083315
CG5191,FBgn0038803,3R,20560865,20573000,+,0,0,0,FBtr0083908,4.940367,2.5489215,15.3463655,FBpp0083316
CG5191,FBgn0038803,3R,20560865,20573000,+,0,0,0,FBtr0345213,0,9.894666,0,FBpp0311408
CG9248,FBgn0032923,2L,21158847,21160903,+,0,0,1,FBtr0081470,24.7536643333333,41.3214115,60.877564,FBpp0080999
CG9248,FBgn0032923,2L,21158847,21160903,+,0,0,1,FBtr0081471,13.9330243333333,14.430688,0,FBpp0081000
CG9248,FBgn0032923,2L,21158847,21160903,+,0,0,1,FBtr0343870,22.791046,22.7062365,32.218348,FBpp0310407
CG5194,FBgn0035955,3L,9008624,9009838,-,0,0,0,FBtr0076548,0,0,2.073751,FBpp0076275
CG5194,FBgn0035955,3L,9008624,9009838,-,0,0,0,FBtr0333909,0.499195,0.1207025,1.50286,FBpp0306038
Kcmf1,FBgn0037655,3R,9010282,9014909,-,0,1,1,FBtr0300743,74.015748,42.8812215,112.256672,FBpp0289967
Kcmf1,FBgn0037655,3R,9010282,9014909,-,0,1,1,FBtr0300744,0,0,0,FBpp0289968
Kcmf1,FBgn0037655,3R,9010282,9014909,-,0,1,1,FBtr0300745,4.42651633333333,1.629654,0,FBpp0289969
Kcmf1,FBgn0037655,3R,9010282,9014909,-,0,1,1,FBtr0300746,20.7113746666667,15.8816795,30.7866075,FBpp0289970
Kcmf1,FBgn0037655,3R,9010282,9014909,-,0,1,1,FBtr0300747,2.28351533333333,6.842737,1.5673965,FBpp0289971
Kcmf1,FBgn0037655,3R,9010282,9014909,-,0,1,1,FBtr0300748,22.8225733333333,8.409032,24.228858,FBpp0289972
CG5199,FBgn0036994,3L,20450532,20452864,-,0,0,0,FBtr0078224,5.024737,15.796339,31.240155,FBpp0077882
CG5199,FBgn0036994,3L,20450532,20452864,-,0,0,0,FBtr0331571,11.2922143333333,0,0,FBpp0303961
tRNA:Val-AAC-2-2,FBgn0050326,2R,19415271,19415343,+,0,1,1,NA,NA,NA,NA,NA
Sdic2,FBgn0053497,X,20181590,20186487,-,1,0,0,FBtr0089610,32.1791196666667,15.48533,11.952351,FBpp0089016
Sdic2,FBgn0053497,X,20181590,20186487,-,1,0,0,FBtr0345925,0,0,0,FBpp0311840
Sdic2,FBgn0053497,X,20181590,20186487,-,1,0,0,FBtr0345926,0,0,0,FBpp0311841
CG9246,FBgn0032925,2L,21163641,21166090,+,0,1,1,FBtr0081472,38.307215,50.009706,20.8442995,FBpp0081001
Lk6,FBgn0017581,3R,11750931,11764457,-,1,1,1,FBtr0082534,89.6167936666667,53.1951035,75.386267,FBpp0082008
Lk6,FBgn0017581,3R,11750931,11764457,-,1,1,1,FBtr0082535,166.440126666667,106.2471475,146.2219065,FBpp0082009
CG17776,FBgn0040899,X,2184725,2185258,+,0,0,0,FBtr0070390,112.033769,132.6627035,252.7838705,FBpp0070374
CG17776,FBgn0040899,X,2184725,2185258,+,0,0,0,FBtr0345607,0.615502,0.362124,0,FBpp0311676
Dsp1,FBgn0278608,X,16333612,16340624,+,0,1,1,FBtr0089259,5.22671766666667,1.765975,5.589768,FBpp0088318
Dsp1,FBgn0278608,X,16333612,16340624,+,0,1,1,FBtr0089260,0,0,0,FBpp0088319
Dsp1,FBgn0278608,X,16333612,16340624,+,0,1,1,FBtr0089261,5.201085,1.138023,3.773422,FBpp0088320
Dsp1,FBgn0278608,X,16333612,16340624,+,0,1,1,FBtr0089262,23.2749703333333,12.807153,20.3333735,FBpp0089257
Dsp1,FBgn0278608,X,16333612,16340624,+,0,1,1,FBtr0089263,1.969574,2.039296,0.98092,FBpp0089258
Dsp1,FBgn0278608,X,16333612,16340624,+,0,1,1,FBtr0289960,5.067157,0,6.678748,FBpp0288398
Dsp1,FBgn0278608,X,16333612,16340624,+,0,1,1,FBtr0339766,10.5751353333333,5.908792,25.9340725,FBpp0308813
CG1688,FBgn0027589,2R,9766364,9806875,-,1,1,0,FBtr0088495,0,0,0,FBpp0087579
CG5934,FBgn0039505,3R,27273705,27274565,+,0,1,1,FBtr0085158,35.569813,39.9098095,17.1215825,FBpp0084528
CDK2AP1,FBgn0030269,X,11137859,11139689,+,0,1,1,FBtr0073437,28.9746186666667,26.0766255,16.2099055,FBpp0073293
CG43115,FBgn0262575,X,6065729,6066416,-,0,0,0,FBtr0304946,0,0,0,FBpp0293485
asRNA:CR46069,FBgn0267738,2L,2517205,2518845,+,0,0,0,NA,NA,NA,NA,NA
asRNA:CR46068,FBgn0267737,3L,21333010,21333511,-,0,0,0,NA,NA,NA,NA,NA
asRNA:CR46067,FBgn0267736,3L,14053100,14054304,-,0,0,0,NA,NA,NA,NA,NA
asRNA:CR46066,FBgn0267735,2L,21665849,21666851,+,0,0,0,NA,NA,NA,NA,NA
asRNA:CR46065,FBgn0267734,4,228576,229112,-,0,0,0,NA,NA,NA,NA,NA
Gat,FBgn0039915,4,629691,635350,+,1,0,0,FBtr0089972,0.167972,0,0,FBpp0088910
Gat,FBgn0039915,4,629691,635350,+,1,0,0,FBtr0089971,0.320724,0.2181285,0.055069,FBpp0088909
CIAPIN1,FBgn0001977,2L,15036293,15038861,-,0,1,1,FBtr0080725,53.400085,43.8156135,61.4965345,FBpp0080284
asRNA:CR31514,FBgn0051514,3R,9779519,9782693,-,0,0,0,NA,NA,NA,NA,NA
Arl1,FBgn0000115,3L,15983135,15984362,+,0,0,0,FBtr0075517,127.462455333333,92.513659,88.004879,FBpp0075272
lncRNA:CR43408,FBgn0263327,2L,18256531,18257174,+,1,0,0,NA,NA,NA,NA,NA
lncRNA:CR43409,FBgn0263328,2L,11290632,11291077,-,0,0,0,NA,NA,NA,NA,NA
CG11109,FBgn0037200,3L,22872200,22873702,+,0,1,0,FBtr0078552,27.9916626666667,23.1019045,30.0162265,FBpp0078203
CG11109,FBgn0037200,3L,22872200,22873702,+,0,1,0,FBtr0078553,0,1.5462605,4.0691995,FBpp0078204
CG11106,FBgn0030280,X,11202248,11202806,+,0,0,0,FBtr0073446,0,0,0,FBpp0073302
CG11106,FBgn0030280,X,11202248,11202806,+,0,0,0,FBtr0343040,0,0,0,FBpp0309788
lncRNA:CR43406,FBgn0263325,2L,18251381,18252697,+,0,0,0,NA,NA,NA,NA,NA
CG11103,FBgn0030522,X,13782459,13783381,+,0,1,0,FBtr0100218,25.5676616666667,37.012885,15.9183495,FBpp0099588
lncRNA:CR43404,FBgn0263323,2L,9364297,9364991,+,0,0,0,NA,NA,NA,NA,NA
lncRNA:CR43405,FBgn0263324,2R,21953615,21954095,-,0,0,0,NA,NA,NA,NA,NA
Trh,FBgn0035187,3L,1190384,1193173,-,0,0,0,FBtr0072638,0.581321,0.0448575,0,FBpp0072534
Shal,FBgn0005564,3L,19566851,19584568,-,1,0,0,FBtr0074973,0.786600666666667,0.259948,0.583916,FBpp0074741
Shal,FBgn0005564,3L,19566851,19584568,-,1,0,0,FBtr0112853,0.052537,0,0,FBpp0111766
Shal,FBgn0005564,3L,19566851,19584568,-,1,0,0,FBtr0333273,0.185285666666667,0,0,FBpp0305471
Arl2,FBgn0004908,3R,8341100,8341872,+,0,0,0,FBtr0081838,38.8131843333333,41.6689805,38.8062935,FBpp0081328
rno,FBgn0035106,3L,187207,199762,-,0,1,1,FBtr0072532,2.414958,1.694977,1.185819,FBpp0072431
rno,FBgn0035106,3L,187207,199762,-,0,1,1,FBtr0305548,0,3.0100085,0,FBpp0293999
rno,FBgn0035106,3L,187207,199762,-,0,1,1,FBtr0305549,1.65161233333333,2.062493,1.0164535,FBpp0294000
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0075705,0,0,0,FBpp0089417
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0075706,6.39880766666667,6.5157885,4.1282315,FBpp0089418
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0075708,58.0797233333333,34.7289855,35.0884485,FBpp0089411
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0075707,1.41363966666667,0.4831785,1.2693235,FBpp0089419
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0075704,0,0.278246,0,FBpp0089416
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0075703,15.1040266666667,6.1686725,10.6901435,FBpp0089415
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0100444,8.567695,5.3410115,6.916934,FBpp0099866
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0100445,0,0,0,FBpp0099867
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0333045,0,0,0,FBpp0305259
Trl,FBgn0013263,3L,14747929,14761049,-,1,1,1,FBtr0333046,3.26752966666667,1.9392995,3.924261,FBpp0305260
kibra,FBgn0262127,3R,14697689,14724261,-,1,1,1,FBtr0344383,4.776052,11.3770405,1.5263665,FBpp0310756
kibra,FBgn0262127,3R,14697689,14724261,-,1,1,1,FBtr0100008,3.77023433333333,18.482991,5.317911,FBpp0099467
capt,FBgn0261458,2L,1151678,1158262,-,0,1,1,FBtr0100023,1.45428866666667,0.9391045,0.3532325,FBpp0099391
capt,FBgn0261458,2L,1151678,1158262,-,0,1,1,FBtr0100022,347.805621333333,253.6419,316.645329,FBpp0099390
capt,FBgn0261458,2L,1151678,1158262,-,0,1,1,FBtr0332274,0.874377333333333,1.481108,1.744221,FBpp0304563
capu,FBgn0000256,2L,3872646,3902860,-,1,1,1,FBtr0077511,1.18657033333333,12.916819,1.34479,FBpp0077200
capu,FBgn0000256,2L,3872646,3902860,-,1,1,1,FBtr0077512,0,0,0,FBpp0077201
capu,FBgn0000256,2L,3872646,3902860,-,1,1,1,FBtr0077513,2.231238,8.637458,0,FBpp0077202
capu,FBgn0000256,2L,3872646,3902860,-,1,1,1,FBtr0290077,2.12809966666667,16.3539255,3.7811005,FBpp0288516
capu,FBgn0000256,2L,3872646,3902860,-,1,1,1,FBtr0290078,0.103839333333333,0.5505725,0,FBpp0288517
capu,FBgn0000256,2L,3872646,3902860,-,1,1,1,FBtr0290079,0,0.1403455,0,FBpp0288518
capu,FBgn0000256,2L,3872646,3902860,-,1,1,1,FBtr0290080,0,0,0,FBpp0288519
capu,FBgn0000256,2L,3872646,3902860,-,1,1,1,FBtr0290081,0,0.153653,0,FBpp0288520
capu,FBgn0000256,2L,3872646,3902860,-,1,1,1,FBtr0290082,0,0.122232,0,FBpp0288521
E(spl)m5-HLH,FBgn0002631,3R,26028854,26029735,-,0,0,0,FBtr0084979,0,0,0,FBpp0084352
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0088571,1.745622,2.044642,2.3319505,FBpp0087652
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0088572,0,0.1456185,0,FBpp0087653
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0088573,0,0,0,FBpp0087654
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0088574,1.24598366666667,0,0,FBpp0087655
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0088575,0,0,0,FBpp0087656
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0088576,4.637554,3.2790995,1.186103,FBpp0087657
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0088577,8.54092566666667,9.605801,2.812529,FBpp0087658
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0088578,0,0,0,FBpp0087659
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0088570,2.85743833333333,0,4.0984155,FBpp0087651
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0302505,3.87362233333333,4.6003815,7.8309485,FBpp0291667
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0302506,1.80229766666667,1.126308,1.981273,FBpp0291668
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0302507,2.24866166666667,5.327217,0,FBpp0291669
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0343996,9.09863766666667,10.013885,4.240836,FBpp0310445
Su(var)2-10,FBgn0003612,2R,9116122,9122000,+,0,1,0,FBtr0306705,10.561577,12.768866,2.329893,FBpp0297644
Gr22a,FBgn0045501,2L,1793668,1794917,-,0,0,0,FBtr0077897,0,0,0,FBpp0077565
Gr22b,FBgn0045500,2L,1792057,1793268,-,1,0,0,FBtr0100188,0,0,0,FBpp0099546
Gr22c,FBgn0265138,2L,1790617,1791823,-,1,0,1,FBtr0077899,0,0,0,FBpp0077566
Gr22d,FBgn0045498,2L,1789141,1790361,-,0,0,1,FBtr0310114,0,0,0,FBpp0301799
Gr22e,FBgn0045497,2L,1784062,1785286,+,0,0,0,FBtr0077888,0,0,0,FBpp0077556
eEF1alpha1,FBgn0284245,2R,11891135,11895762,+,1,1,1,FBtr0088035,8039.571477,5342.521104,3472.5091005,FBpp0087142
eEF1alpha1,FBgn0284245,2R,11891135,11895762,+,1,1,1,FBtr0331927,19.3749403333333,18.009472,16.667762,FBpp0304260
eEF1alpha1,FBgn0284245,2R,11891135,11895762,+,1,1,1,FBtr0345022,11.8749773333333,73.869612,83.973416,FBpp0311272
eEF1alpha1,FBgn0284245,2R,11891135,11895762,+,1,1,1,FBtr0345023,0,0.5487795,0,FBpp0311273
CG2444,FBgn0030326,X,11704310,11705300,-,0,0,0,FBtr0073531,0.499547333333333,16.4423185,0.99181,FBpp0073376
CG2444,FBgn0030326,X,11704310,11705300,-,0,0,0,FBtr0346275,0.728451,0.504674,0,FBpp0312032
CG8260,FBgn0030684,X,15756318,15757767,+,0,0,0,FBtr0074088,0.269575,0,0,FBpp0073904
CG8260,FBgn0030684,X,15756318,15757767,+,0,0,0,FBtr0074089,0,0.2570555,0.1317925,FBpp0073905
Atxn7,FBgn0031420,2L,2375841,2380506,+,0,0,0,FBtr0077765,0,0,0,FBpp0077445
Atxn7,FBgn0031420,2L,2375841,2380506,+,0,0,0,FBtr0077766,9.02741,0,0,FBpp0077446
Atxn7,FBgn0031420,2L,2375841,2380506,+,0,0,0,FBtr0331437,0.743267,1.1037385,0,FBpp0303854
Atxn7,FBgn0031420,2L,2375841,2380506,+,0,0,0,FBtr0331438,5.48423133333333,17.675946,16.4148465,FBpp0303855
Arl6,FBgn0034446,2R,19444179,19445058,+,0,0,0,FBtr0086534,0,0,0,FBpp0085718
Arl6,FBgn0034446,2R,19444179,19445058,+,0,0,0,FBtr0340534,0.203196666666667,0.5826535,0,FBpp0309437
mir-4960,FBgn0263534,X,569903,570003,+,0,0,0,NA,NA,NA,NA,NA
Ste:CG33239,FBgn0053239,X,14056895,14057618,-,0,0,0,FBtr0300088,0,0,0,FBpp0289365
CG45065,FBgn0266435,X,14875370,14882586,-,0,0,0,NA,NA,NA,NA,NA
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331247,5.73562366666667,1.948339,4.922745,FBpp0303689
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331249,0,0,0,FBpp0303691
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331250,0.424207666666667,0.2277105,0,FBpp0303692
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331251,0,0,0,FBpp0303693
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331253,0,0,0,FBpp0303695
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331254,2.219395,1.337943,0,FBpp0303696
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331255,0,0,1.8104665,FBpp0303697
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331256,1.820661,0.337653,1.766298,FBpp0303698
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331257,0,0,0,FBpp0303699
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331258,0,0,0,FBpp0303700
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331259,0,0,0,FBpp0303701
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331260,1.703589,0,12.609991,FBpp0303702
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331261,0,0,0,FBpp0303703
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331262,0,0,0,FBpp0303704
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331263,1.18273733333333,0.470334,0,FBpp0303705
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331264,0.145508666666667,0.2443385,0,FBpp0303706
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331265,1.73454166666667,0.4097835,0,FBpp0303707
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331266,0,0,0,FBpp0303708
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0331268,0,0,0,FBpp0303710
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0336727,2.528577,0.6913575,5.430238,FBpp0307708
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0336728,1.42977733333333,4.0704505,0,FBpp0307709
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0336729,0.790419666666667,0.3283225,2.8973275,FBpp0307710
Sxl,FBgn0264270,X,7074550,7098053,-,0,1,1,FBtr0346796,0,0.225498,0,FBpp0312374
chp,FBgn0267435,3R,31204180,31210730,-,0,0,0,FBtr0085778,0,0,0,FBpp0085139
chp,FBgn0267435,3R,31204180,31210730,-,0,0,0,FBtr0330100,0.586024,0.287633,0.4895015,FBpp0303133
chp,FBgn0267435,3R,31204180,31210730,-,0,0,0,FBtr0330101,0,0,0,FBpp0303134
chp,FBgn0267435,3R,31204180,31210730,-,0,0,0,FBtr0335410,0,0.2510915,0,FBpp0307393
CG14877,FBgn0038380,3R,15889194,15896078,-,0,0,0,FBtr0083249,0,0,0,FBpp0082703
CG6225,FBgn0038072,3R,12654577,12660860,+,0,0,0,FBtr0082649,0,0,0,FBpp0082118
CG6225,FBgn0038072,3R,12654577,12660860,+,0,0,0,FBtr0113225,0,0,0,FBpp0112137
CG6550,FBgn0034214,2R,17425670,17427511,-,0,0,0,FBtr0086961,9.435589,10.494734,6.835426,FBpp0086116
CG6220,FBgn0033865,2R,13691707,13693369,-,0,0,0,FBtr0087650,0.703260666666667,0,0,FBpp0086776
CG6553,FBgn0033880,2R,13854578,13855778,-,0,0,0,FBtr0087642,3.34973566666667,3.6103175,1.3166555,FBpp0086768
Oatp58Dc,FBgn0034716,2R,22223681,22228574,-,0,0,0,FBtr0071777,7.47659566666667,0,0,FBpp0071690
Oatp58Dc,FBgn0034716,2R,22223681,22228574,-,0,0,0,FBtr0113105,0,0,0,FBpp0112018
Oatp58Dc,FBgn0034716,2R,22223681,22228574,-,0,0,0,FBtr0301476,3.314882,0,0.1603595,FBpp0290691
Oatp58Db,FBgn0034715,2R,22221180,22223499,-,0,0,0,FBtr0346956,0.0558016666666667,0,0,FBpp0312420
Oatp58Da,FBgn0050277,2R,22218456,22220905,-,0,0,0,FBtr0071779,0,0,0,FBpp0071692
Cby,FBgn0067317,3R,21868003,21868770,+,0,1,1,FBtr0347600,0.491754666666667,4.3667475,0,FBpp0312613
Cby,FBgn0067317,3R,21868003,21868770,+,0,1,1,FBtr0336879,0.479435666666667,1.200181,0,FBpp0307827
